S.No,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of votes
4,V RAVICHANDRAN,Naam Tamilar Katchi,139931,302,140233,9.73
5,K PRABAKARAN,Bahujan Samaj Party,8115,74,8189,0.57
6,M S ARUMUGAM,Independent,3695,4,3699,0.26
7,V SUDHAVALLI,Aravor Munnetra Kazhagam,3659,35,3694,0.26
8,S AMBETHKUMAR,Mahathma Makkal Munnetra Kazhakam,2211,9,2220,0.15
9,M ASHOK KUMAR,Independent,1696,8,1704,0.12
10,S SIVAKUMAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,1349,3,1352,0.09
11,AYODHI LAKSHMANAN,Independent,1255,4,1259,0.09
12,S CHITTIBABU,Naadaalum Makkal Katchi,1238,3,1241,0.09
13,C ARAVIND,Desiya Makkal Sakthi Katchi,959,11,970,0.07
14,GOPI DEEPAK,Independent,878,5,883,0.06
15,KARTHIK KUMAR P C,Independent,866,1,867,0.06
16,J MOHANRAJ,Jebamani Janata,817,5,822,0.06
17,DR S PRAVEEN,Independent,791,8,799,0.06
18,I MOHAMED YASEEN,Thakkam Katchi,668,1,669,0.05
19,K PALANIYAPPAN,Tamizhaga Murpokku Makkal Katchi,613,4,617,0.04
20,S PRABHU,Independent,513,1,514,0.04
21,P BASKARAN,Independent,493,1,494,0.03
22,P HARIDAS,Independent,458,2,460,0.03
23,C A JAYARAMAN,Independent,445,2,447,0.03
24,G RAMKUMAR,Independent,426,0,426,0.03
25,N MANIKKAM,Independent,402,1,403,0.03
26,M PREMKUMAR,Independent,393,1,394,0.03
27,S MUNIKUMAR,Samaniya Makkal Nala Katchi,393,1,394,0.03
28,M SARAVANAN,Independent,385,0,385,0.03
29,A JINNA MOHAMMED,Independent,382,6,388,0.03
30,S SIVARAMAN,Independent,340,3,343,0.02
31,C PREMKUMAR,Independent,313,3,316,0.02
32,NOTA,None of the Above,26294,156,26450,1.84
1,SELVAM. G,Dravida Munnetra Kazhagam,582978,3066,586044,46.53
2,RAJASEKAR. E,All India Anna Dravida Munnetra Kazhagam,362991,1580,364571,28.94
3,JOTHI. V,Pattali Makkal Katchi,163792,1139,164931,13.09
4,SANTHOSH KUMAR. V,Naam Tamilar Katchi,109858,414,110272,8.75
5,ILAYARAJA. S,Bahujan Samaj Party,5243,21,5264,0.42
6,VENKATESAN. K,Independent,2798,9,2807,0.22
7,NARESH BHARATHI. S,Independent,2499,12,2511,0.2
8,ELANGOVAN. M,Independent,1874,7,1881,0.15
9,SURYA. A,Independent,1673,29,1702,0.14
10,RAMESH. S,Independent,1317,1,1318,0.1
11,SELVAM. T,Independent,1295,17,1312,0.1
12,NOTA,None of the Above,16811,154,16965,1.35
1,S JAGATHRATCHAKAN,Dravida Munnetra Kazhagam,560578,2638,563216,48.39
2,L VIJAYAN,All India Anna Dravida Munnetra Kazhagam,255343,1314,256657,22.05
3,K BALU,Pattali Makkal Katchi,200614,1711,202325,17.38
4,S AFSHIA NASRIN,Naam Tamilar Katchi,97985,959,98944,8.5
5,D PANDIYAN,Bahujan Samaj Party,6135,77,6212,0.53
6,A PALANI,Independent,3855,11,3866,0.33
7,K MANIGANDAN,Independent,2045,4,2049,0.18
8,INDU W,Tamil Manila Murpokku Dravida Kazhagam,1872,66,1938,0.17
9,DR A V NARENDRAN,Independent,1711,11,1722,0.15
10,M VIJAYAN,Independent,1674,4,1678,0.14
11,M BALU,Independent,1557,4,1561,0.13
12,SHETTU S,Independent,1556,5,1561,0.13
13,V BABU,United Republican Party of India,1351,15,1366,0.12
14,M THULASIRAMAN,Independent,1046,7,1053,0.09
15,D JANAKIRAMAN,Independent,831,6,837,0.07
16,S SURESH KUMAR,Independent,828,7,835,0.07
17,R VINOTH,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,819,2,821,0.07
18,V VINAYAGAM,Independent,727,2,729,0.06
19,VIJAYAN K,All India Jananayaka Makkal Kazhagam,624,9,633,0.05
20,SHANAVAS J,Independent,580,3,583,0.05
21,V KRISHNANANDAN,Anna MGR Dravida Makkal Kalgam,568,14,582,0.05
22,A JAYACHANDRAN,Independent,534,4,538,0.05
23,N SUGUMAR,Independent,424,8,432,0.04
24,M VIJAY,Independent,416,11,427,0.04
25,G SUDHAKAR,Independent,367,13,380,0.03
26,K VENKATESAN,Independent,261,3,264,0.02
27,NOTA,None of the Above,12423,190,12613,1.08
1,DM KATHIR ANAND,Dravida Munnetra Kazhagam,566435,2257,568692,50.35
2,AC SHANMUGAM,Bharatiya Janata Party,350956,2034,352990,31.25
3,DR S PASUPATHI,All India Anna Dravida Munnetra Kazhagam,116964,718,117682,10.42
4,D MAHESH ANAND,Naam Tamilar Katchi,52707,577,53284,4.72
5,A NATARAJAN,Bharatiya Praja Aikyata Party,3982,23,4005,0.35
6,SHANMUGAVELU,Independent,3570,6,3576,0.32
7,MANSOOR ALI KHAN,Independent,2769,35,2804,0.25
8,SYED ALI D,Independent,2121,3,2124,0.19
9,P SHANMUGAM,Independent,2037,2,2039,0.18
10,NAGARAJ P,Independent,1948,11,1959,0.17
11,K JAYAMANI,Bahujan Samaj Party,1684,18,1702,0.15
12,D SARAVANAN,Independent,1497,0,1497,0.13
13,MP SHANMUGAM,Independent,859,9,868,0.08
14,N SIVAKUMAR,Independent,701,0,701,0.06
15,AFROSE,Independent,672,1,673,0.06
16,A BEEMARAO MILINTHAR,United Republican Party of India,667,3,670,0.06
17,DR S JAYARAJ,Independent,659,2,661,0.06
18,K SHANMUGAM,Independent,601,15,616,0.05
19,V KALIAPERUMAL,Ganasangam Party of India,594,6,600,0.05
20,G SHANMUGAM,Independent,560,12,572,0.05
21,PP JAYAPRAKASH,Independent,455,6,461,0.04
22,PASUPATHI,Independent,407,8,415,0.04
23,S WILLIAM SATHYARAJ,Tamil Manila Murpokku Dravida Kazhagam,373,4,377,0.03
24,M BABU,Independent,303,3,306,0.03
25,B JAGAN,Independent,282,3,285,0.03
26,AHMED RAASHID PALLIMIRA,Independent,271,2,273,0.02
27,SHANMUGASUNDARAM,Independent,250,1,251,0.02
28,C MADHAVAN,Independent,201,1,202,0.02
29,T JOHNSON,Independent,174,0,174,0.02
30,E RAJKUMAR,Independent,129,4,133,0.01
31,C RAMACHANDHIRAN,Independent,128,2,130,0.01
32,NOTA,None of the Above,8669,67,8736,0.77
1,GOPINATH K,Indian National Congress,491131,1752,492883,42.27
2,JAYAPRAKASH V,All India Anna Dravida Munnetra Kazhagam,299300,1097,300397,25.76
3,NARASIMHAN C,Bharatiya Janata Party,212859,1266,214125,18.36
4,VIDHYA RANI,Naam Tamilar Katchi,106260,823,107083,9.18
5,ARUMUGAM M,Bharatiya Praja Aikyata Party,6118,36,6154,0.53
6,DR.SHANMUGAM .A.R,Independent,5577,6,5583,0.48
7,ESHWARAN C,Independent,4126,2,4128,0.35
8,TAMILSELVAN S,Bahujan Samaj Party,3665,33,3698,0.32
9,SWAMINATHAN T G,Aravor Munnetra Kazhagam,1969,9,1978,0.17
10,MANI K,Chennai Youth Party,1964,8,1972,0.17
11,SRINIVASAN K,Independent,1619,2,1621,0.14
12,VENKATESHKUMAR M,Independent,1585,5,1590,0.14
13,ALBERT FRANCIS XAVIER S,Independent,1422,1,1423,0.12
14,SARAVANAKUMAR A,Independent,1163,6,1169,0.1
15,ANAND KUMAR A,Independent,1157,3,1160,0.1
16,SUBRAMANI M,Tamilar Makkal Katchi,1156,39,1195,0.1
17,ANNADURAI K,Independent,1154,6,1160,0.1
18,MAHARAJAN G,Independent,991,4,995,0.09
19,JAGADHEESAN C,Viro Ke Vir Indian Party,897,3,900,0.08
20,VIJAYAKUMAR K P,Anaithu India Makkal Katchi,891,46,937,0.08
21,DEEKSHITH M,Karunaadu Party,817,7,824,0.07
22,RAMESH A,Independent,816,3,819,0.07
23,RAJESHWARI B.H.,Independent,793,6,799,0.07
24,CHANDRAMOHAN K.M.,Independent,789,3,792,0.07
25,DEVAPPA Y,Independent,717,7,724,0.06
26,VEERASAMY C,Independent,656,4,660,0.06
27,YUVARAJ K P U,Independent,402,3,405,0.03
28,NOTA,None of the Above,10893,89,10982,0.94
