S.No,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of votes
9,SANDIP KUMAR DEY,Independent,4610,12,4622,0.32
10,SAMAR KUMAR BISWAS,Kisan Mazdoor Sangharsh Party,3512,29,3541,0.24
11,JIBAN CHAKRABORTY,Independent,3483,23,3506,0.24
12,KARTIK CHANDRA BAURI,Independent,2741,55,2796,0.19
13,GOUR CHANDRA HEMBRAM,Independent,2064,17,2081,0.14
14,NOTA,None of the Above,26126,83,26209,1.81
1,KHAN SAUMITRA,Bharatiya Janata Party,677320,2810,680130,44.93
2,SUJATA MONDAL,All India Trinamool Congress,671148,3415,674563,44.56
3,SITAL CHANDRA KAIBARTYA,Communist Party of India (Marxist),104895,516,105411,6.96
4,SADANANDA MANDAL,Socialist Unity Centre Of India (COMMUNIST),16046,28,16074,1.06
5,JOYDEV DHANK,Bahujan Samaj Party,9027,52,9079,0.6
6,BASUDEB SIKARI,Independent,5093,13,5106,0.34
7,NARENDRANATH RAY,Independent,4360,17,4377,0.29
8,NOTA,None of the Above,19062,70,19132,1.26
1,DR. SHARMILA SARKAR,All India Trinamool Congress,717881,2421,720302,48.11
2,ASIM KUMAR SARKAR,Bharatiya Janata Party,557943,1787,559730,37.38
3,NIRAB KHAN,Communist Party of India (Marxist),176358,541,176899,11.81
4,NIRMAL MAJHI,Socialist Unity Centre Of India (COMMUNIST),10964,12,10976,0.73
5,MUKUL BISWAS,Bahujan Samaj Party,7610,21,7631,0.51
6,SHARMILA SARKAR,Independent,4875,18,4893,0.33
7,SAJAL KUMAR DE,Communist Party of India (Marxist-Leninist) (Liberation),4163,19,4182,0.28
8,NOTA,None of the Above,12654,43,12697,0.85
1,AZAD KIRTI JHA,All India Trinamool Congress,717069,3598,720667,47.99
2,DILIP GHOSH,Bharatiya Janata Party,579609,3077,582686,38.8
3,SUKRITI GHOSAL,Communist Party of India (Marxist),152851,978,153829,10.24
4,LUXMI NARAYAN KORA,Independent,7138,4,7142,0.48
5,PRABHU NATH SAH,Bahujan Samaj Party,6822,34,6856,0.46
6,TASBIRUL ISLAM,Socialist Unity Centre Of India (COMMUNIST),3450,19,3469,0.23
7,REENA LEONG,Independent,3100,11,3111,0.21
8,MIR SAKIMUDDIN,The National Road Map Party of India,2413,5,2418,0.16
9,NOTA,None of the Above,21532,63,21595,1.44
1,RAJU BISTA,Bharatiya Janata Party,675324,4007,679331,51.18
2,GOPAL LAMA,All India Trinamool Congress,498789,2017,500806,37.73
3,MUNISH TAMANG,Indian National Congress,82597,777,83374,6.28
4,BANDANA RAI,Independent,13155,519,13674,1.03
5,BISHNU PRASAD SHARMA,Independent,7431,16,7447,0.56
6,BHUPENDRA LEPCHA,Independent,6369,26,6395,0.48
7,ATASI BISWAS,Kisan Mazdoor Sangharsh Party,4586,55,4641,0.35
8,PRADHAN MARDI,Ambedkarite Party of India,2714,33,2747,0.21
9,KHUSHI RANJAN MANDAL,Independent,2313,24,2337,0.18
10,KALICHARAN BARMAN,Independent,2055,24,2079,0.16
11,QAMRUL HAQUE,North Bengal People’s Party,1829,24,1853,0.14
12,BUDHARU ROY,Kamatapur People’s Party (United),1734,28,1762,0.13
13,SHAHRIAR ALAM,Socialist Unity Centre Of India (COMMUNIST),1605,9,1614,0.12
14,SUBODH PAKHRIN,Gorkha Rashtriya Congress,1270,61,1331,0.1
15,NOTA,None of the Above,17960,61,18021,1.36
1,SHATRUGHAN PRASAD SINHA,All India Trinamool Congress,603105,2540,605645,46.53
2,SURENDRAJEET SINGH AHLUWALIA,Bharatiya Janata Party,544077,2004,546081,41.96
3,JAHANARA KHAN,Communist Party of India (Marxist),105454,510,105964,8.14
4,DIPIKA BAURI,Independent,10623,24,10647,0.82
5,SUNNY KUMAR SAH,Bahujan Samaj Party,8546,29,8575,0.66
6,SUJIT PAL,Independent,4749,11,4760,0.37
7,AMARNATH CHOWDHURY,Socialist Unity Centre Of India (COMMUNIST),4330,28,4358,0.33
8,NOTA,None of the Above,15448,62,15510,1.19
1,ASIT KUMAR MAL,All India Trinamool Congress,851209,4424,855633,55.98
2,PIYA SAHA,Bharatiya Janata Party,525463,2917,528380,34.57
3,SHYAMALI PRADHAN,Communist Party of India (Marxist),98819,564,99383,6.5
4,ATUL CHANDRA BAURI,Independent,7811,18,7829,0.51
5,DR MANIK CHANDRA PRODHAN,Bahujan Samaj Party,7011,28,7039,0.46
6,SHANTA DAS,Mulnibasi Party of India,3633,7,3640,0.24
7,BIJOY DOLUI,Socialist Unity Centre Of India (COMMUNIST),2774,18,2792,0.18
8,MANTU DHIBAR,Hindustan Shakti Sena,2048,4,2052,0.13
9,NOTA,None of the Above,21640,82,21722,1.42
1,SATABDI ROY,All India Trinamool Congress,714972,2989,717961,47.0
2,DEBTANU BHATTACHARYA,Bharatiya Janata Party,517761,2550,520311,34.06
3,MILTON RASHID,Indian National Congress,225572,688,226260,14.81
4,AMIY GHOSH,Independent,11950,8,11958,0.78
5,LAKSHMI HEMBROM,Ambedkarite Party of India,7677,10,7687,0.5
6,AYESHA KHATUN,Socialist Unity Centre Of India (COMMUNIST),6761,18,6779,0.44
7,RAJNATH SARKAR,Bahujan Samaj Party,5866,16,5882,0.39
8,SAURAV MUDI,Independent,4249,7,4256,0.28
9,ABDUL IMRAN,Independent,3823,9,3832,0.25
10,BISWAJIT MISHRA,All India Arya Mahasabha,3806,17,3823,0.25
11,MD. JAKIR HOSSAIN,Bharatiya National Janata Dal,2547,10,2557,0.17
12,DOLA SARKAR,Indian National Socialistic Action Forces,2027,6,2033,0.13
13,NOTA,None of the Above,14037,56,14093,0.92
1,KARTICK CHANDRA PAUL,Bharatiya Janata Party,558644,2253,560897,40.99
2,KALYANI KRISHNA,All India Trinamool Congress,491150,1550,492700,36.0
3,ALI IMRAN RAMZ,Indian National Congress,262694,579,263273,19.24
4,DWARIK NATH BARMAN,Independent,8258,6,8264,0.6
5,MD NAZIR AKHTAR,Independent,6004,1,6005,0.44
6,KALIDASH MURMU,Independent,5865,3,5868,0.43
7,SWAPAN KUMAR DAS,Bahujan Samaj Party,4106,11,4117,0.3
8,RUPAK ROY,Independent,3355,3,3358,0.25
9,FAKIRA MD,Independent,3353,2,3355,0.25
10,DURGA MURMU,Ambedkarite Party of India,3330,4,3334,0.24
11,PALASH CHANDRA MAHATO,Independent,3112,2,3114,0.23
12,ALI IMRAN,Independent,1939,7,1946,0.14
13,MD ABRAHIM HOQUE,Independent,1761,2,1763,0.13
14,SHAHIDUR RAHMAN,North Bengal People’s Party,1458,4,1462,0.11
15,SHARANYA DUTTA,Independent,1328,2,1330,0.1
16,SANATAN DUTTA,Socialist Unity Centre Of India (COMMUNIST),1256,15,1271,0.09
17,TAPAN BARMAN,Jai Prakash Janata Dal,1249,2,1251,0.09
18,ANWARUL HOQUE,Independent,1187,3,1190,0.09
19,RAMESH CHANDRA SINHA,Bhumiputra United Party,1046,5,1051,0.08
20,AL MONOWARA BEGAM,India Manus Party,977,5,982,0.07
21,NOTA,None of the Above,1924,16,1940,0.14
1,SUKANTA MAJUMDAR,Bharatiya Janata Party,572925,2071,574996,46.47
2,BIPLAB MITRA,All India Trinamool Congress,563252,1358,564610,45.63
3,JOYDEV KUMAR SIDDHANTA,Revolutionary Socialist Party,54081,136,54217,4.38
4,HAKIM MURMU,Independent,6820,2,6822,0.55
5,BAKHTIAR MUJAHIT SAHANI,Independent,6391,2,6393,0.52
6,RANENDRA NATH MALI,Independent,5590,3,5593,0.45
7,ANTA HANSDA,Bahujan Samaj Party,5130,15,5145,0.42
8,BISWANATH MURMU,Ambedkarite Party of India,3454,11,3465,0.28
9,MOZAMMEL HAQUE,All India Secular Front,2261,7,2268,0.18
10,NAROTTAM SAHA,Independent,2095,11,2106,0.17
11,MD. SARWARDI,Bhumiputra United Party,1957,10,1967,0.16
12,BIRENDRA NATH MAHANTA,Socialist Unity Centre Of India (COMMUNIST),1380,7,1387,0.11
13,RUBEL SARKAR,Kamatapur People’s Party (United),898,4,902,0.07
14,NOTA,None of the Above,7430,7,7437,0.6
1,KHAGEN MURMU,Bharatiya Janata Party,525109,1914,527023,37.18
2,PRASUN BANERJEE,All India Trinamool Congress,448234,1081,449315,31.7
3,ALAM MOSTAQUE,Indian National Congress,384063,701,384764,27.14
4,JATISH KISKU,Independent,8680,3,8683,0.61
5,MONATAN HEMBRAM,Independent,7927,6,7933,0.56
6,SWAPAN MAHATO,Independent,7235,2,7237,0.51
7,SANATAN RISHI,Bahujan Samaj Party,5624,8,5632,0.4
8,JOSEPH KISKU,Ambedkarite Party of India,4637,0,4637,0.33
9,MONJU HEMBROM,Independent,3535,3,3538,0.25
10,MD FARUQUE HOSSAIN,Independent,3374,1,3375,0.24
11,SOMNATH DAS,Bharatiya Nyay-Adhikar Raksha Party,3157,7,3164,0.22
12,SUBHASH BARMAN,Kamatapur People’s Party (United),2019,0,2019,0.14
13,KALICHARAN ROY,Socialist Unity Centre Of India (COMMUNIST),1286,7,1293,0.09
14,MD SOHEL,All India Secular Front,1090,2,1092,0.08
15,NARESH PAL,Jan Sangh Party,593,3,596,0.04
16,NOTA,None of the Above,7257,31,7288,0.51
1,ISHA KHAN CHOUDHURY,Indian National Congress,570966,1429,572395,41.79
2,SREERUPA MITRA CHAUDHURY (NIRBHAYA DIDI),Bharatiya Janata Party,441531,2496,444027,32.42
3,SHAHNAWAZ ALI RAIHAN,All India Trinamool Congress,299825,1201,301026,21.98
4,PURNOCHANDRA MANDAL,Independent,8381,2,8383,0.61
5,AHMED HEDATUL HASAN,Independent,5735,1,5736,0.42
6,MD. JAMAL SAIKH,Independent,5386,0,5386,0.39
7,BIKASH RABIDAS,Bahujan Samaj Party,5054,11,5065,0.37
8,BIJOY KUMAR SARKAR,Independent,4773,3,4776,0.35
9,SUSMITA DEY KARJEE,Bhartiya Lokmat Rashtrwadi Party,3521,14,3535,0.26
10,AMAL KUMAR RABIDAS,Independent,3263,8,3271,0.24
11,KAVIR MADAN DAS,Ambedkarite Party of India,3137,3,3140,0.23
12,ASIM MANDAL,Jan Sangh Party,2786,2,2788,0.2
13,MD SHAHNAWAJ RAHMATULLAH,Social Democratic Party Of India,2315,8,2323,0.17
14,JALALUDDIN SARKAR,Bharatiya Nyay-Adhikar Raksha Party,2075,0,2075,0.15
15,ANGSHUDHAR MANDAL,Socialist Unity Centre Of India (COMMUNIST),1178,11,1189,0.09
16,MD NUR ISLAM SEKH,Rashtriya Secular Majlis Party,1130,6,1136,0.08
17,MD MONIRUL HASAN,Jamat-E-Seratul Mustakim,737,4,741,0.05
18,NOTA,None of the Above,2759,38,2797,0.2
1,KHALILUR RAHAMAN,All India Trinamool Congress,543449,978,544427,39.75
2,MURTOJA HOSSAIN BOKUL,Indian National Congress,427105,685,427790,31.23
3,DHANANJAY GHOSH,Bharatiya Janata Party,339868,946,340814,24.88
4,REJAUL MONDAL,Independent,7500,0,7500,0.55
5,SAJAHAN BISWAS,All India Secular Front,6847,11,6858,0.5
6,MUKTIPADA KONAI,Independent,5670,1,5671,0.41
7,ASHISH BHUIMALI,Independent,3949,2,3951,0.29
8,MD SARWARUL ISLAM SARKAR,Bahujan Samaj Party,3511,4,3515,0.26
9,MD SAHABUDDIN,Social Democratic Party Of India,3489,7,3496,0.26
10,SAMIRUDDIN,Socialist Unity Centre Of India (COMMUNIST),1946,4,1950,0.14
11,PARIMAL GHOSH,Independent,1928,3,1931,0.14
12,SANUAR ALI,Bharatheeya Jawan Kisan Party,1698,2,1700,0.12
13,RAJIB CHATTERJEE,Bhartiya Lokmat Rashtrwadi Party,1527,5,1532,0.11
14,MD ASADUL BISWAS,Independent,1340,0,1340,0.1
15,NOTA,None of the Above,17135,23,17158,1.25
