S.No,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of votes
7,MANISHA SANTOSH GONDHALE,Independent,5120,0,5120,0.41
8,MANOJ GOVAR TURE,Independent,4896,1,4897,0.39
9,JAHID MURABTAR ANSARI,Independent,4879,3,4882,0.39
10,CHANDRAKANT RAMBHAJI MOTE,Independent,3429,4,3433,0.27
11,RAHUL ASHOK KATHOLE,Independent,3131,4,3135,0.25
12,ASHOK BHIKU BAHADARE,Sanyukt Bharat Paksh,2044,3,2047,0.16
13,SURESH PANDAGALE,Apni Prajahit Party,1997,16,2013,0.16
14,MILIND KASHINATH KAMBLE,Independent,1843,18,1861,0.15
15,KHAN MOHD AKARAM ABDUL HANAN,All India Majlis-E-Ittehadul Muslimeen,1739,2,1741,0.14
16,DANISH EZAZ AH. SHAIKH,Bahujan Maha Party,1580,6,1586,0.13
17,HARSHAD RAMESH MHATRE,Independent,1568,0,1568,0.13
18,MUTKIRI SHANKAR NAGESH,Independent,1445,0,1445,0.12
19,KAPIL JAYHIND PATIL,Independent,1237,5,1242,0.1
20,SAIFAN CHAND PATHAN,Bhartiya Manavta Party,1188,1,1189,0.09
21,RANJANA RAVI TRIBHUWAN,Independent,1082,3,1085,0.09
22,MOHD. KALEEM ANSARI,Peoples Party of India (Democratic),934,3,937,0.07
23,WASEEM TUFAIL SIDDIQUI,Independent,803,2,805,0.06
24,SURESH SITARAM MHATRE,Independent,706,1,707,0.06
25,SONALI ASHOK GANGAWANE,Independent,698,0,698,0.06
26,AAPPA - VISHAL VIJAY MORE,Independent,598,3,601,0.05
27,PROF. AMEERUL HASAN SAYYED,Independent,479,2,481,0.04
28,NOTA,None of the Above,9266,81,9347,0.75
1,DR SHRIKANT EKNATH SHINDE,Shiv Sena,587921,1715,589636,56.38
2,VAISHALI DAREKAR - RANE,Shiv Sena (Uddhav Balasaheb Thackrey),379236,1256,380492,36.39
3,MO. SAHABUDDIN SHAIKH SULEMANI THAKUR,Vanchit Bahujan Aaghadi,18697,44,18741,1.79
4,PRASHANT RAMESH INGLE,Bahujan Samaj Party,11285,56,11341,1.08
5,AMIT UPADHYAY,Right to Recall Party,4185,20,4205,0.4
6,ARUN BHAURAO NITURE,Rashtriya Kisan Bahujan Party,2751,2,2753,0.26
7,AMRISH RAJ MORAJKAR,Independent,2616,4,2620,0.25
8,ASHWINI AMOL KENDRE,Independent,2461,7,2468,0.24
9,NAFIS AHMED ANSARI,Independent,1997,3,2000,0.19
10,SUSHILA KASHINATH KAMBLE,Bahujan Samaj Party (Ambedkar),1847,11,1858,0.18
11,ABHIJIT WAMANRAO BICHUKALE,Independent,1823,1,1824,0.17
12,AJAY SHYAM MORYA,Independent,1798,4,1802,0.17
13,SAMBHAJI JAGANNATH JADHAV,Sanyukt Bharat Paksh,1607,2,1609,0.15
14,CHANDRAKANT RAMBHAJI MOTE,Independent,1378,2,1380,0.13
15,POONAM JAGANNATH BAISANE,Bahujan Republican Socialist Party,1376,5,1381,0.13
16,HINDURAO DADU PATIL,Rashtriya Maratha Party,1236,7,1243,0.12
17,GAWALI PRAVIN SHIVAJI,Apni Prajahit Party,1080,2,1082,0.1
18,ARUN VAMAN JADHAV,Independent,1077,5,1082,0.1
19,SHRIDHAR NARAYAN SALVE,Bhim Sena,1068,4,1072,0.1
20,SHRIKANT SHIVAJI VANJARE,Peoples Party of India (Democratic),806,2,808,0.08
21,PRAJAKTA NILESH YELVE,Independent,780,3,783,0.07
22,DNYANESHWAR LOKHANDE MAHARAJ,Independent,738,3,741,0.07
23,ADV. HITESH JAIKISHAN JESWANI,Independent,712,3,715,0.07
24,MOHAMMAD YUSUF KHAN,Independent,648,5,653,0.06
25,RAKESH KUMAR DHISULAL JAIN,Independent,599,3,602,0.06
26,SHIVA KRISHNAMURTI IYER,Independent,435,2,437,0.04
27,SALIMUDDIN KHALILUDDIN SHAIKH,Independent,370,1,371,0.04
28,DR. SACHIN SAHEBRAO PATIL,Independent,346,5,351,0.03
29,NOTA,None of the Above,11603,83,11686,1.12
1,NARESH GANPAT MHASKE,Shiv Sena,732109,2122,734231,56.09
2,RAJAN BABURAO VICHARE,Shiv Sena (Uddhav Balasaheb Thackrey),515013,2207,517220,39.51
3,SANTOSH BHIKAJI BHALERAO,Bahujan Samaj Party,10602,60,10662,0.81
4,ADV. GURUDEV NARSINGH SURYAWANSHI,Independent,3489,5,3494,0.27
5,MUKESH KAILASNATH TIWARI,Bhim Sena,2509,13,2522,0.19
6,JHA SUBHASH CHANDRA,Sardar Vallabhbhai Patel Party,2354,4,2358,0.18
7,DR. PIYUSH K. SAXENA,Independent,2292,1,2293,0.18
8,CHANDRAKANT VITTHAL SONAWANE,Independent,2245,4,2249,0.17
9,VIJAY DNYANOBA GHATE,Republican Bahujan Sena,1870,17,1887,0.14
10,IRFAN IBRAHIM SHAIKH,Independent,1867,8,1875,0.14
11,PRAMOD ANANDRAO DHUMAL,Independent,1785,1,1786,0.14
12,BHANWARLAL KHETMAL MEHTA,Hindu Samaj Party,1483,5,1488,0.11
13,UTTAM KISANRAO TIRPUDE,Peoples Party of India (Democratic),1349,5,1354,0.1
14,ARCHANA DINKAR GAIKWAD,Independent,1164,16,1180,0.09
15,SALIMA MUKTAR VASANI,Bahujan Maha Party,905,7,912,0.07
16,RAJIV KONDIBA BHOSALE,Independent,878,8,886,0.07
17,RAHUL JAGBIRSINGH MEHAROLIYA,Bahujan Republican Socialist Party,818,0,818,0.06
18,RAJENDRA RAMCHANDRA SANKHE,Bharatheeya Jawan Kisan Party,759,8,767,0.06
19,KHAJASAB RASULSAB MULLA,Independent,646,2,648,0.05
20,SANJAY MANOHAR MORE,Independent,639,4,643,0.05
21,MALLIKARJUN SAYBANNA PUJARI,Independent,597,2,599,0.05
22,SAWALE DATTATRAY SITARAM,Independent,529,2,531,0.04
23,SURENDRAKUMAR K. JAIN,Independent,438,2,440,0.03
24,SIDDHANT CHHABAN SHIRSAT,Independent,319,5,324,0.02
25,NOTA,None of the Above,17768,133,17901,1.37
1,PIYUSH GOYAL,Bharatiya Janata Party,678451,1695,680146,65.68
2,BHUSHAN PATIL,Indian National Congress,321455,1083,322538,31.15
3,ADV. SONAL DIWAKAR GONDANE,Vanchit Bahujan Aaghadi,6007,45,6052,0.58
4,RAIS DOCTOR,Bahujan Samaj Party,2907,16,2923,0.28
5,PANDEY DHARMENDRA RAMMURAT,Independent,1481,0,1481,0.14
6,DIPTI ASHOK WALAWALKAR,Independent,1461,11,1472,0.14
7,COMRADE JAYRAM VISHWAKARMA,Socialist Unity Centre Of India (COMMUNIST),1194,1,1195,0.12
8,MUNNALAL GAJRAJ PRAJAPATI,Independent,968,3,971,0.09
9,LAXMAN YELLPPA KURADE,Independent,680,6,686,0.07
10,ADVOCATE KAPIL K. SONI,Independent,630,3,633,0.06
11,DEEPALI BHAWARSING SHEKHAWAT,Maharashtra Vikas Aghadi,621,4,625,0.06
12,KAMLESH DAYABHAI VYAS,Sardar Vallabhbhai Patel Party,619,3,622,0.06
13,BIPIN BACHUBHAI SHAH,Hindu Samaj Party,505,3,508,0.05
14,GURUDAS RAMDAS KHAIRNAR,Independent,484,2,486,0.05
15,RAVI BABU GAVLI,Samata Party,447,3,450,0.04
16,JAEENDRA VASANT SURVE,Bharatheeya Jawan Kisan Party,398,7,405,0.04
17,ALIEK SUNDER MESHRAM,Bharatiya Mulnivasi Aazad Party,393,3,396,0.04
18,SAYED ZULFIQAR ALAM,Bahujan Maha Party,344,4,348,0.03
19,SANJAY MAFATLAL MORAKHIA,Independent,210,0,210,0.02
20,NOTA,None of the Above,13248,98,13346,1.29
1,AMOL GAJANAN KIRTIKAR,Shiv Sena (Uddhav Balasaheb Thackrey),451095,1501,452596,47.4
2,RAVINDRA DATTARAM WAIKAR,Shiv Sena,451094,1550,452644,47.4
3,PARMESHWAR ASHOK RANSHUR,Vanchit Bahujan Aaghadi,10001,51,10052,1.05
4,RAJESH RAMKISAN MALLAH,Bahujan Samaj Party,4790,22,4812,0.5
5,SAMEER MORE,Independent,3171,2,3173,0.33
6,SUNIL BHIMA CHAVAN,Independent,1999,3,2002,0.21
7,BALA VENKATESH VINAYAK NADAR,Aapki Apni Party (Peoples),1756,7,1763,0.18
8,ARORA SURINDER MOHAN,Bharat Jan Aadhar Party,1667,8,1675,0.18
9,ROHAN SATONE,Independent,1476,3,1479,0.15
10,ADV. SANJEEVKUMAR APPARAV KALKORI,Independent,1184,13,1197,0.13
11,ADV. LATA PANDURANG SHINDE,Independent,1152,2,1154,0.12
12,MANOJ SHRAVAN NAYAK,Right to Recall Party,1132,17,1149,0.12
13,HRUDA DHANANJAY SHINDE,Independent,1066,12,1078,0.11
14,BHARAT KHIMJI SHAH,Hindu Samaj Party,932,5,937,0.1
15,SUSHMA DAYANAND MEHTA,Independent,875,7,882,0.09
16,ADVOCATE KAPIL KANTILAL SONI,Independent,776,4,780,0.08
17,SARIKA DABRAL,India Greens Party,760,8,768,0.08
18,GAJANAN TUKARAM SONKAMBLE,Independent,496,5,501,0.05
19,ADV MITESH VARSHNEY,Bhim Sena,492,5,497,0.05
20,HARISHANKAR YADAV,Samaj Vikas Kranti Party,398,7,405,0.04
21,SANTOSH MANIK RAYBAN,Independent,234,0,234,0.02
22,NOTA,None of the Above,15036,125,15161,1.59
1,SANJAY DINA PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),448604,2333,450937,48.67
2,MIHIR CHANDRAKANT KOTECHA,Bharatiya Janata Party,419589,1487,421076,45.45
3,DAULAT KADAR KHAN,Vanchit Bahujan Aaghadi,14571,86,14657,1.58
4,NANDESH VITHAL UMAP,Bahujan Samaj Party,8217,101,8318,0.9
5,DR. SUSHMA MAURYA,Independent,2886,5,2891,0.31
6,SANJAY B. PATIL,National People's Party,2757,7,2764,0.3
7,SANJU MARUTI PAWAR,Maharashtra Vikas Aghadi,2555,27,2582,0.28
8,PROF. DR. PRASHANT GANGAWANE,Desh Janhit Party,2338,35,2373,0.26
9,PREM RAMAPATI GUPTA,Independent,1598,3,1601,0.17
10,MOHAMMED AHMED SHAIKH,Independent,1289,5,1294,0.14
11,MOHAMMAD ARMAN MOHAMMAD WASI KHAN,Rashtriya Janhit Sangharsh Party,1085,5,1090,0.12
12,VIDYA NAIK,Independent,974,5,979,0.11
13,BHOPINDER SINGH SAINI,Viro Ke Vir Indian Party,941,5,946,0.1
14,BANSODE DILIP,Independent,831,7,838,0.09
15,BHAWANI H. CHOUDHARY,Sardar Vallabhbhai Patel Party,742,4,746,0.08
16,DATTATRAY ARJUN UTEKAR,Bharatheeya Jawan Kisan Party,707,4,711,0.08
17,COMRADE SURENDRA SIBAG,All India Forward Bloc,675,3,678,0.07
18,SHAHAJI NANAI THORAT,Independent,648,2,650,0.07
19,SANJAY SAOJI DESHPANDE,Republican Party of India,641,0,641,0.07
20,SANJAY PATIL,Independent,520,4,524,0.06
21,NOTA,None of the Above,10088,85,10173,1.1
1,GAIKWAD VARSHA EKNATH,Indian National Congress,444098,1447,445545,48.93
2,ADV UJWAL NIKAM,Bharatiya Janata Party,427387,1644,429031,47.12
3,SANTOSH GANPAT AMBULGE,Vanchit Bahujan Aaghadi,8233,55,8288,0.91
4,AYYUB AMIN HUNGUND,Bahujan Samaj Party,3229,14,3243,0.36
5,ANSON THOMAS,People's Party of India(secular),2207,4,2211,0.24
6,RAMZAN ALI CHAUDHARY,All India Majlis-E-Ittehadul Muslimeen,1521,10,1531,0.17
7,AJAZ MOHAMMAD SAFI KHAN,Independent,1041,0,1041,0.11
8,HAYATULAH ABDULAH SHAIKH,Akhil Bharatiya Muslim League (Secular),818,3,821,0.09
9,NAZMAKHATHUN MOHAMMED ZAFAR KHAN,Independent,730,2,732,0.08
10,SHANTARAM S DIGHE,Independent,723,10,733,0.08
11,NARENDRA MISHRA,Independent,706,2,708,0.08
12,ADV ASIF ALI SIDDIQUIE,Independent,681,2,683,0.08
13,HARSHADA BABURAV JADHAV,Maharashtra Vikas Aghadi,673,17,690,0.08
14,RAMA ARUN SABLE,Independent,626,10,636,0.07
15,SANDEEP BHAU RAMCHANDRA JADHAV,Independent,619,4,623,0.07
16,DR GAFFAR IBRAHIM SAYED,Independent,584,2,586,0.06
17,ADV UTTAMKUMAR NAKUL SAJANI SAHU,Independent,554,4,558,0.06
18,KHAN ABBAS AHMED,Bahujan Maha Party,427,1,428,0.05
19,MUSHTAQUE HAIDER SHAIKH,Independent,405,0,405,0.04
20,DR ADV YASHWANT RAMBHAU KASBE,Bhartiya Jan Vikas Aaghadi,385,6,391,0.04
21,KURBAN SHAHADAT HUSAIN,Rashtriya Ulama Council,366,1,367,0.04
22,ABDUL TAHIR ADVOCATE BABLU RAJNIKANT,Independent,355,0,355,0.04
23,SHAUKAT ABDUL RAFIQ KHAN,Insaniyat Party,341,4,345,0.04
24,RAJESH MOHAN LOKHANDE,Independent,282,7,289,0.03
25,YUNUSALI RASHID MULLA,Independent,220,0,220,0.02
26,ADV FEROZ SHAIKH,Independent,180,0,180,0.02
27,MUZAFAR ALI SHAIKH,Independent,173,0,173,0.02
28,NOTA,None of the Above,9665,84,9749,1.07
1,SMITA UDAY WAGH,Bharatiya Janata Party,672119,2309,674428,57.67
2,KARAN BALASAHEB PATIL - PAWAR,Shiv Sena (Uddhav Balasaheb Thackrey),421213,1621,422834,36.15
3,YUVRAJ JADHAV (SAMBHA AAPPA),Vanchit Bahujan Aaghadi,21062,115,21177,1.81
4,EX-HAVILDAR ISHWAR DAYARAM MORE,Sainik Samaj Party,7479,69,7548,0.65
5,VILAS SHANKAR TAYADE,Bahujan Samaj Party,6310,71,6381,0.55
6,LALIT (BANTI) SHARMA,Independent,4189,3,4192,0.36
7,KARAN PAWAR,Independent,3954,29,3983,0.34
8,ADVOCATE VIJAY BABULAL DANEJ,Independent,3400,4,3404,0.29
9,MUKESH MULCHAND KOLI,Independent,3358,12,3370,0.29
10,MAHENDRA DEVRAM KOLI,Independent,2462,14,2476,0.21
11,AHMAD KHAN,Independent,1889,12,1901,0.16
12,ABDUL SHAKUR DESHPANDE,Independent,1593,13,1606,0.14
13,ADV. NAMDEO PANDURANG KOLI,Independent,1212,12,1224,0.1
14,PATIL SANDIP YUVRAJ,Independent,1098,12,1110,0.09
15,NOTA,None of the Above,13878,41,13919,1.19
1,ANIL YESHWANT DESAI,Shiv Sena (Uddhav Balasaheb Thackrey),393342,1796,395138,49.73
2,RAHUL RAMESH SHEWALE,Shiv Sena,339828,1926,341754,43.01
3,ABUL HASAN ALI HASAN KHAN,Vanchit Bahujan Aaghadi,23675,192,23867,3.0
4,VIDHYASAGAR ALIAS SURESH BHIMRAO VIDHYAGAR,Bahujan Samaj Party,6462,70,6532,0.82
5,AKASH LAXMAN KHARATMAL,Independent,1891,8,1899,0.24
6,ASHWINI KUMAR PATHAK,Independent,1607,5,1612,0.2
7,ADV. SANTOSH PUNJIRAM SANJKAR,Independent,1565,13,1578,0.2
8,KARAM HUSSAIN KITABULLAH KHAN,Peace Party,1533,4,1537,0.19
9,ADV. MAHENDRA TULSHIRAM BHINGARDIVE,Right to Recall Party,1414,30,1444,0.18
10,SAEED CHOUDHARY,Social Democratic Party Of India,1186,5,1191,0.15
11,ISHWAR VILAS TATHAWADE,Rashtriya Mahaswaraj Bhumi Party,968,3,971,0.12
12,DEEPAK M. CHAUGULE,Bahujan Republican Socialist Party,968,7,975,0.12
13,JAHID ALI NASIR AHMED SHAIKH,Aazad Samaj Party (Kanshi Ram),957,2,959,0.12
14,DR. ARJUN MAHADEO MURUDKAR,Bharatheeya Jawan Kisan Party,913,17,930,0.12
15,VIVEK YESHWANT PATIL,Independent,713,1,714,0.09
16,NOTA,None of the Above,13316,107,13423,1.69
1,ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey),393735,1920,395655,51.18
2,YAMINI YASHWANT JADHAV,Shiv Sena,341291,1691,342982,44.36
3,AFZAL S. DAWOODANI,Vanchit Bahujan Aaghadi,5575,37,5612,0.73
4,MOHAMMED SHUAIB BASHIR KHATEEB,Bahujan Samaj Party,4440,38,4478,0.58
5,ARVIND NARAYAN SAWANT,Independent,3065,25,3090,0.4
6,MOHD. NAEEM SHAIKH,Aim Political Party,1709,6,1715,0.22
7,SABEEHA KHAN,Independent,1678,16,1694,0.22
8,GOHIL MANISHA SHIVRAM,Independent,1032,13,1045,0.14
9,SHANKAR SONAWANE,Independent,854,8,862,0.11
10,RAHUL PHANASWADIKAR,Lokshahi Ekta Party,784,3,787,0.1
11,SUBHASH RAMESH CHIPLUNKAR,Rashtriya Kisan Bahujan Party,563,4,567,0.07
12,PRASHANT PRAKASH GHADGE,Independent,487,3,490,0.06
13,MOHAMMED MAHTAB SHAIKH,Independent,455,3,458,0.06
14,MATEEN AHMED RANGREJ,Independent,265,2,267,0.03
15,NOTA,None of the Above,13290,121,13411,1.73
1,TATKARE SUNIL DATTATREY,Nationalist Congress Party,506529,1823,508352,50.17
2,ANANT GEETE,Shiv Sena (Uddhav Balasaheb Thackrey),423137,2431,425568,42.0
3,KUMUDINI RAVINDRA CHAVAN,Vanchit Bahujan Aaghadi,19500,118,19618,1.94
4,SHRINIVAS SATYANARAYAN MATTAPARTI,Independent,9379,15,9394,0.93
5,AMIT SHRIPAL KAWADE,Independent,5603,31,5634,0.56
6,ANANT BALOJI GITE,Independent,3485,30,3515,0.35
7,NITIN JAGANNATH MAYEKAR,Independent,2548,12,2560,0.25
8,CHAULE PANDURANG DAMODAR,Independent,2394,23,2417,0.24
9,ANANT PADMA GITE,Independent,2001,39,2040,0.2
10,COL PRAKASHRAO CHAVAN,Bharatheeya Jawan Kisan Party,1863,76,1939,0.19
11,KOLI MANGESH PADMAKAR,Independent,1797,23,1820,0.18
12,ADV AJAY UPADHYE,Independent,1756,39,1795,0.18
13,ANJANI ASHWIN KELKAR,Independent,1325,25,1350,0.13
14,NOTA,None of the Above,27188,82,27270,2.69
1,SHRIRANG APPA CHANDU BARNE,Shiv Sena,692101,731,692832,48.81
2,SANJOG BHIKU WAGHERE PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),595542,675,596217,42.0
3,MADHAVITAI NARESH JOSHI,Vanchit Bahujan Aaghadi,27745,23,27768,1.96
4,RAJARAM NARAYAN PATIL,Bahujan Samaj Party,13982,21,14003,0.99
5,ADV JYOTISHWAR VISHNU BHOSALE,Baliraja Party,10874,5,10879,0.77
6,UMAKANT RAMESHWAR MISHRA,Independent,5029,1,5030,0.35
7,SANJOG PATIL,Independent,4828,2,4830,0.34
8,KAMBLE MARUTI APARAI,Independent,4827,2,4829,0.34
9,AJAY HANUMANT LONDHE,Independent,4766,1,4767,0.34
10,SANTOSH UBALE,Bhim Sena,3824,1,3825,0.27
11,ADHALGE LAXMAN SADASHIV,Independent,3166,1,3167,0.22
12,SUHAS MANOHAR RANE,Independent,2923,0,2923,0.21
13,IQBAL IBRAHIM NAWDEKAR,Independent,2899,1,2900,0.2
14,DADARAO KISAN KAMBLE,Independent,2636,6,2642,0.19
15,RAHUL NIVRUTTI MADANE,Independent,2279,3,2282,0.16
16,TUSHAR DIGAMBAR LONDHE,Bahujan Bharat Party,2199,4,2203,0.16
17,RAHIM MAINUDDIN SAYYAD,Aazad Samaj Party (Kanshi Ram),2148,1,2149,0.15
18,INDRAJEET D GOND,Independent,2135,0,2135,0.15
19,SHIVAJI KISAN JADHAV,All India Forward Bloc,1672,4,1676,0.12
20,YASHWANT VITTHAL PAWAR,Kranti Kari Jai Hind Sena,1634,4,1638,0.12
21,PRAFUL PANDIT BHOSALE,Independent,1602,1,1603,0.11
22,RAJENDRA MARUTI KATE,Independent,1417,2,1419,0.1
23,MAHESH THAKUR,Dharmarajya Paksha,1369,3,1372,0.1
24,PRASHANT RAMKRISHNA BHAGAT,Bharatheeya Jawan Kisan Party,1283,8,1291,0.09
25,PANKAJ PRABHAKAR OZARKAR,Akhil Bhartiya Parivar Party,1259,2,1261,0.09
26,MANOJ BHASKAR GARBADE,Independent,1233,0,1233,0.09
27,HAJRAT IMAMSAB PATEL,Independent,1093,0,1093,0.08
28,GOVIND GANGARAM HERODE,Independent,966,0,966,0.07
29,MADHUKAR DAMODAR THORAT,Independent,905,0,905,0.06
30,RAFIQUE RASHID QURESHI,Desh Janhit Party,829,0,829,0.06
31,CHIMAJI DHONDIBA SHINDE,Independent,757,0,757,0.05
32,ADV RAJU PATIL,Independent,669,1,670,0.05
33,MUKESH MANOHAR AGARWAL,Independent,546,1,547,0.04
34,NOTA,None of the Above,16729,31,16760,1.18
1,MURLIDHAR MOHOL,Bharatiya Janata Party,584171,557,584728,52.94
2,DHANGEKAR RAVINDRA HEMRAJ,Indian National Congress,461409,281,461690,41.8
3,VASANT (TATYA) MORE,Vanchit Bahujan Aaghadi,31991,21,32012,2.9
4,RANPISE PRASHANT DADARAM,Bahujan Samaj Party,3969,5,3974,0.36
5,CHORMALE SANDIP SOPAN,Independent,1644,1,1645,0.15
6,GORAKH NARAYAN GHODKE,Independent,1451,0,1451,0.13
7,KIRAN LAXMAN RAYKAR,Independent,1052,0,1052,0.1
8,ANIS ARASHID SUNDAKE,All India Majlis-E-Ittehadul Muslimeen,859,1,860,0.08
9,SACHIN DATTATRAY DHANKUDE,Independent,788,1,789,0.07
10,YUVRAJ CHANDRAKANT LIMBOLE,Right to Recall Party,698,0,698,0.06
11,DR. DEVYANI PANDIT,Independent,645,5,650,0.06
12,NARENDRA DNYANESHWAR PAWTEKAR,Independent,533,1,534,0.05
13,SAGAR SAMBHAJI PORE,Independent,515,0,515,0.05
14,SURESH DNYANOBA PATIL,Sainik Samaj Party,437,0,437,0.04
15,AMBORE MANJUNATH MARUTI,Independent,433,0,433,0.04
16,ASHWINI PRATIBHA KHAIRNAR,Independent,412,3,415,0.04
17,VIJAY VINAYAK JAGTAP,Independent,382,0,382,0.03
18,HEMANT BABURAV KOLEKAR ALIAS HEMANT PATIL,Apni Prajahit Party,374,1,375,0.03
19,NEERAJ SUNIL KAMTHAN,Hindu Samaj Party,351,0,351,0.03
20,MANOJ LAXMAN VETAL,Bhim Sena,351,1,352,0.03
21,KAMBLE MILIND,Bahujan Samaj Party (Ambedkar),344,3,347,0.03
22,CHANDRAKANT PARMESHWAR SAWANT,Independent,314,0,314,0.03
23,SHABBIR SAJJANBHAI TAMBOLI,Independent,313,0,313,0.03
24,SANJAY LAXMAN KENDALE,Independent,311,0,311,0.03
25,JOHNSON VASANT KOLHAPURE,Independent,304,1,305,0.03
26,ADV. YOGESH MAKANE,Independent,298,1,299,0.03
27,SUBROTO ROY,Ekam Sanatan Bharat Dal,293,1,294,0.03
28,DR. BALASAHEB ARJUN POL,Independent,259,0,259,0.02
29,VIJAYALAXMI SHRIKANT SINDAGI,Rashtriya Maratha Party,239,1,240,0.02
30,MAHESH DASHRATH MHASKE,Independent,229,2,231,0.02
31,YABES ALIAS AMOL SHAMUVEL TUJARE,Independent,223,0,223,0.02
32,VIJAY PANDURANGRAO DESHMUKH (DABADGAONKAR),Independent,183,2,185,0.02
33,BABA SALIM SAYYED,Independent,163,1,164,0.01
34,BAGBAN SALEEM ABDUL RAZZAQUE,Independent,146,0,146,0.01
35,ZNYOSHO VIJAYPRAKASH,Independent,138,0,138,0.01
36,NOTA,None of the Above,7449,11,7460,0.68
1,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,731400,912,732312,51.85
2,SUNETRA AJITDADA PAWAR,Nationalist Congress Party,573391,588,573979,40.64
3,MAHESH SITARAM BHAGWAT,Independent,15620,43,15663,1.11
4,SHAIKH SOYALSHAHA YUNUSSHAHA,Independent,14913,4,14917,1.06
5,PRIYADARSHANI NANDKUMAR KOKARE,Bahujan Samaj Party,9995,35,10030,0.71
6,SACHIN SHANKAR AGAWANE,Independent,6633,0,6633,0.47
7,KAMBLE TRISHALA,Bahujan Samaj Party (Ambedkar),5032,4,5036,0.36
8,SUNITA PAWAR,Independent,4150,1,4151,0.29
9,GAJANAN UTTAM GAWALI (PATIL),Independent,2991,4,2995,0.21
10,MANOJ BALASAHEB RASAL,Independent,2610,0,2610,0.18
11,MAHADEV SAHEBRAO KHENGARE - PATIL,Bhartiya Navjawan Sena (Paksha),2412,6,2418,0.17
12,PRADEEP RAMCHANDRA MANE,Independent,2234,1,2235,0.16
13,SHIVAJI JAYSING KOKRE,Independent,2161,3,2164,0.15
14,PROF. NAMDEORAO JADHAV,Independent,2125,9,2134,0.15
15,RAJENDRA PANDURANG BHOSALE,People’s Union Party,2007,2,2009,0.14
16,KALYANI SUJITKUMAR WAGHMODE,Independent,1974,1,1975,0.14
17,DASHRATH NANA RAUT,Bharatiya Praja Surajya Paksha,1828,6,1834,0.13
18,ANKUSH DNYANESHAWAR PILANE,Independent,1663,0,1663,0.12
19,SANDIP ABAJI DEOKATE,Independent,1622,2,1624,0.11
20,DATTATRAY RAMBHAU CHANDARE,Independent,1433,1,1434,0.1
21,SHAILENDRA ALIAS SANDEEP KARANJAWANE,Independent,1392,0,1392,0.1
22,SHUBHANGI DHAYGUDE,Independent,1283,9,1292,0.09
23,DR. SOMNATH ALIAS BALASAHEB ARJUN POL,Independent,1169,0,1169,0.08
24,ROHIDAS BALASO KONDAKE,Bahujan Republican Socialist Party,1127,3,1130,0.08
25,MILIND VITTHAL SHINDE,Independent,1099,0,1099,0.08
26,SURESHDADA BABURAO VIR,Independent,1012,0,1012,0.07
27,BAPU PRALHAD PAWAR,Independent,997,1,998,0.07
28,RAJENDRA MAHADEV BARAKADE,Independent,905,2,907,0.06
29,UMESH MAHADEV MHETRE,Independent,807,1,808,0.06
30,SHIVAJI RAMBHAU NANDKHILE,Bharatheeya Jawan Kisan Party,785,4,789,0.06
31,SHARAD RAM PAWAR,Independent,730,1,731,0.05
32,LAXMAN RAM KUMBHAR,Dalit Soshit Pichhara Varg Adhikar Dal,694,2,696,0.05
33,SHRIDHAR NARAYAN SALVE,Bhim Sena,675,4,679,0.05
34,BALASO MARUTI DHAPATE,Independent,655,0,655,0.05
35,VIJAY LAXMAN GHAVALE,Independent,617,3,620,0.04
36,VISHAL ARUN PAWAR,Independent,553,0,553,0.04
37,SAVITA BHIMRAO KADALE,Hindustan Janta Party,549,2,551,0.04
38,VIJAYPRAKASH ANANT KONDEKAR,Independent,301,0,301,0.02
39,NOTA,None of the Above,9130,21,9151,0.65
1,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,697768,924,698692,50.83
2,ADHALRAO SHIVAJI DATTATREY,Nationalist Congress Party,557138,603,557741,40.58
3,MANOHAR MAHADU WADEKAR,Independent,28324,6,28330,2.06
4,DR. ANWAR SHAIKH,Vanchit Bahujan Aaghadi,17444,18,17462,1.27
5,RAHUL RAGHUNATH OWHAL,Bahujan Samaj Party,10280,15,10295,0.75
6,CHANDGUDE VINOD VASANT,Independent,8076,2,8078,0.59
7,GORAKSH KASABE,Independent,4913,2,4915,0.36
8,ADV. DR. LAXMAN RAMBHAU DAMSE,Bharat Adivasi Party,4125,11,4136,0.3
9,GAIKWAD NILOBA CHANGADEO,Independent,3569,2,3571,0.26
10,UMESH MAHADEV MHETRE,Independent,3499,0,3499,0.25
11,ADV.SWAPNIL BHAUSAHEB SHELAR,Independent,2667,0,2667,0.19
12,AMOL VILAS PACHUNDKAR,Independent,2386,2,2388,0.17
13,ASLAM ISAK BAGWAN,Lok Sena Party,2348,2,2350,0.17
14,KAMBLE TRIMBAK NARAYAN,Baliraja Party,2223,4,2227,0.16
15,SUBASH KASHINATH SARODE,Independent,2161,0,2161,0.16
16,CHAAYA SANJAY JAGDALE-SOLANKE,Independent,1823,7,1830,0.13
17,SUSHIL DNYANDEV KANSE,Independent,1731,1,1732,0.13
