S.No,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of votes
21,NAGESH. S,Digvijaya Bharatha Party,843,7,850,0.06
22,T.R. NARAYANA RAO,Indian Labour Party (Ambedkar Phule),757,5,762,0.05
23,"C.V. LOKESH GOWDA, B.E",Independent,691,10,701,0.05
24,D. CHINNAPPA,Independent,616,3,619,0.04
25,SANDESH.G,Independent,588,6,594,0.04
26,NASURULLA,Independent,579,4,583,0.04
27,K. VENKATESH,Independent,469,5,474,0.03
28,T VENKATA SIVUDU,Independent,434,6,440,0.03
29,G N. KODANDAREDDY,Independent,399,2,401,0.03
30,NOTA,None of the Above,6545,51,6596,0.43
1,M. MALLESH BABU,Janata Dal (Secular),689185,2296,691481,51.02
2,K V GOWTHAM,Indian National Congress,618700,1393,620093,45.76
3,SUMAN H N,Independent,6484,3,6487,0.48
4,HOLUR SRINIVASA,Independent,6159,4,6163,0.45
5,S B SURESHA,Bahujan Samaj Party,4688,44,4732,0.35
6,K R DEVARAJA,Delhi Janta Party,4588,9,4597,0.34
7,DR M. VENKATASWAMY,Independent,3336,18,3354,0.25
8,R RANJITHKUMAR,Independent,2116,2,2118,0.16
9,S N NARAYANASWAMY V,Independent,1971,14,1985,0.15
10,D GOPALAKRISHNA,Socialist Party (India),1661,8,1669,0.12
11,DEVARAJA A ALUSURUDINNE,Uttama Prajaakeeya Party,1343,11,1354,0.1
12,M S BADARINARAYANA,Independent,1104,12,1116,0.08
13,MAHESH A V,Karnataka Rashtra Samithi,1035,30,1065,0.08
14,THIMMARAYAPPA,Republican Party of India (Karnataka),856,8,864,0.06
15,R RAJENDRA,Independent,750,1,751,0.06
16,M MUNIGANGAPPA,Independent,595,9,604,0.04
17,M C HALLI VENU,Viduthalai Chiruthaigal Katchi,514,7,521,0.04
18,KRISHNAIAH N,Independent,438,5,443,0.03
19,NOTA,None of the Above,5798,33,5831,0.43
1,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,Bharatiya Janata Party,667441,3598,671039,50.93
2,SAMYUKTA SHIVANAND PATIL,Indian National Congress,600741,1899,602640,45.74
3,NAGARAJ. S. KALKUTAGAR,Independent,5628,1,5629,0.43
4,PARASHURAM. LAXMAN. NEELANAIK,Independent,5084,6,5090,0.39
5,ANTHOSH SAVVASE,Uttama Prajaakeeya Party,4909,14,4923,0.37
6,JYOTI GULEDGUDDA,Independent,4636,9,4645,0.35
7,M. B. SIDAGONI,Bahujan Samaj Party,4453,26,4479,0.34
8,DR. MUTTU. S. SURAKOD. (MADAR),Independent,3131,4,3135,0.24
9,PRASHANT RAO,Independent,1909,5,1914,0.15
10,DATTATREYA DASHARATHA TAVARE,Independent,1607,13,1620,0.12
11,AMBROSE D' MELLO,Independent,1203,2,1205,0.09
12,KENGANAL. MALLIKARJUN. BHIMAPPA,Independent,1189,18,1207,0.09
13,MALLIKARJUN H. T.,Socialist Unity Centre Of India (COMMUNIST),1137,7,1144,0.09
14,RAJESAB BURANSAB. MASALI,Independent,988,4,992,0.08
15,SHARANAPPA MALLAPPA KOTLANNAVAR,Independent,830,2,832,0.06
16,RAVI SHIVAPPA PADASALAGI,Independent,654,2,656,0.05
17,SAIYYAD IMAMSAB JAKALI,Tipu Sultan Party,546,4,550,0.04
18,ABDULAZIZ KALADAGI PENDARI,Independent,524,5,529,0.04
19,MUTTAPPA MUDAKAPPA HIREKUMBI,Raita Bharat Party,509,9,518,0.04
20,SAGAR. BASAPPA. KUMBAR,Karnataka Rashtra Samithi,494,5,499,0.04
21,S. M. MARIGOUDAR,Desh Prem Party,451,3,454,0.03
22,SHANKAR. VENKAPPA. NAIKAR.,Republican Party of India (A),431,10,441,0.03
23,NOTA,None of the Above,3398,22,3420,0.26
1,RAMESH JIGAJINAGI,Bharatiya Janata Party,669055,3726,672781,51.91
2,RAJU ALAGUR.,Indian National Congress,593277,2275,595552,45.95
3,GANAPATI RATHOD (HANJAGI),Karnataka Rashtra Samithi,7652,39,7691,0.59
4,BHOVI TARABAI,Independent,4342,11,4353,0.34
5,RAMJI YAMANAPPA BUDDHAPRIYA,Naki Bharatiya Ekta Party,2414,12,2426,0.19
6,NAGAJYOTI.B.N.,Socialist Unity Centre Of India (COMMUNIST),2375,17,2392,0.18
7,RAJAKUMAR APPANNA HONNAKATTI,Rashtriya Samaj Paksha,1784,10,1794,0.14
8,JITENDRA.ASHOK. KAMBLE,Republican Party of India (A),1605,18,1623,0.13
9,NOTA,None of the Above,7482,20,7502,0.58
1,RADHAKRISHNA,Indian National Congress,650623,1698,652321,49.78
2,DR. UMESH G JADHAV,Bharatiya Janata Party,622615,2501,625116,47.7
3,HUCHESHWARA WATHAR GOUR,Bahujan Samaj Party,7871,17,7888,0.6
4,SUNDAR,Independent,3675,2,3677,0.28
5,JYOTI RAMESH CHAVAN,Independent,2787,18,2805,0.21
6,SHARANAPPA (PINTU),Independent,1879,5,1884,0.14
7,TARABAI BHOVI,Independent,1546,4,1550,0.12
8,RAMESH BHIMSING CHAVAN,Independent,1332,2,1334,0.1
9,ANAND SINNUR,Independent,1271,9,1280,0.1
10,NAGENDRA RAO,Uttama Prajaakeeya Party,1211,15,1226,0.09
11,S.M.SHARMA,Socialist Unity Centre Of India (COMMUNIST),1136,8,1144,0.09
12,RAJKUMAR,BhartiyaBahujanKranti Dal,702,7,709,0.05
13,VIJAY JADHAV,Karnataka Rashtra Samithi,555,5,560,0.04
14,B. VIJAYKUMAR CHINCHANSOORKAR,Prahar Janshakti Party,548,6,554,0.04
15,NOTA,None of the Above,8416,13,8429,0.64
1,G. KUMAR NAIK.,Indian National Congress,669413,1553,670966,51.63
2,RAJA AMARESHWARA NAIK.,Bharatiya Janata Party,588833,2352,591185,45.49
3,S. NARASANNA GOUDA NAYAKA,Bahujan Samaj Party,9275,14,9289,0.71
4,BASAVA PRABHU. MEDA,Karnataka Rashtra Samithi,5173,8,5181,0.4
5,AMARESH,Independent,4459,6,4465,0.34
6,YALLAMMA DALAPATHI,Independent,3629,5,3634,0.28
7,MEDHAR SHAMRAO,Bhartiya Jan Samrat Party,2625,15,2640,0.2
8,RAMALINGAPPA,Socialist Unity Centre Of India (COMMUNIST),2404,5,2409,0.19
9,NOTA,None of the Above,9825,25,9850,0.76
1,SAGAR ESHWAR KHANDRE,Indian National Congress,665162,1155,666317,53.63
2,BHAGWANTH KHUBA,Bharatiya Janata Party,535766,1676,537442,43.26
3,AMBADAS SOPANRAO HULSURE,Bahujan Bharat Party,5300,2,5302,0.43
4,PUTARAJ,Bahujan Samaj Party,4541,13,4554,0.37
5,DR. DINKAR MORE,Independent,4105,11,4116,0.33
6,SRI ROPH ABDUL GANI,Independent,3101,3,3104,0.25
7,SHIVRAJ ADIVEPPA SATWAR,Independent,3076,3,3079,0.25
8,RAMVILAS RAMULALJI NAVANDAR,Independent,2694,0,2694,0.22
9,RIYAZ AHMED,Independent,1710,1,1711,0.14
10,MOHD. SHAFEEQ UR RAHAMAN,All India Ulama Congress,1684,10,1694,0.14
11,JAIRAJ KASHAPPA BUKKA ADVOCATE,Independent,1493,0,1493,0.12
12,BALBHEEM UNNE,Independent,1462,8,1470,0.12
13,WASEEMUDDIN,Independent,1169,1,1170,0.09
14,MAHESH GORNALKAR,Republican Party of India (A),974,7,981,0.08
15,DILIP KADWAD,Independent,791,7,798,0.06
16,GOPAL M.P. GARAMPALLI,Independent,765,2,767,0.06
17,RAMESH J CHAVAN,Karnataka Rashtra Samithi,471,1,472,0.04
18,RAMCHANDRA NARAYAN KACHAVE,Kranti Kari Jai Hind Sena,468,4,472,0.04
19,NOTA,None of the Above,4674,12,4686,0.38
1,E. TUKARAM,Indian National Congress,729581,1264,730845,52.58
2,B. SREERAMULU,Bharatiya Janata Party,629813,2040,631853,45.46
3,VALMIKI KRISHNAPPA,Bahujan Samaj Party,5901,10,5911,0.43
4,C. CHANNAVEERA,Karnataka Rashtra Samithi,3794,3,3797,0.27
5,CONDUCTOR PAMPAPATHI,Independent,2458,2,2460,0.18
6,VEERESH,Independent,1862,8,1870,0.13
7,A. DEVADAS,Socialist Unity Centre Of India (COMMUNIST),1739,2,1741,0.13
8,MANJUNATHA GOSAL,Prahar Janshakti Party,1319,3,1322,0.1
9,ARUN.S.HIREHAL,Independent,1281,1,1282,0.09
10,G. SWAMY,Navabharath Sena,940,4,944,0.07
11,NOTA,None of the Above,7871,18,7889,0.57
